anchorTs,anchorDtUtc,episodes,meanSimilarity,bestThr,bestExpectedOverall,bestCoverage,avgSuggested,avgSuggestedIfConf
1762597439306,2025-11-08 10:23,200,0.9104039999999999,0.8978,5.7378465,1.0,5.7378465,4.941304
1762632114891,2025-11-08 20:01,200,0.8951165,0.878,4.5576155,1.0,4.5576155,1.510732
1762666790476,2025-11-09 05:39,200,0.877491,0.8544,5.2294374999999995,1.0,5.2294374999999995,0.66952
1762701466062,2025-11-09 15:17,200,0.879205,0.8602,5.413135,1.0,5.413135,0.4761385
1762736141647,2025-11-10 00:55,200,0.9690335,0.9639,9.160462,1.0,9.160462,9.160462
1762770817232,2025-11-10 10:33,200,0.982712,0.9793,9.436984,1.0,9.436984,9.436984
1762805492817,2025-11-10 20:11,200,0.973758,0.9697,6.927228,1.0,6.927228,6.927228
1762840168403,2025-11-11 05:49,200,0.9279910000000001,0.9192,4.892477,1.0,4.892477,4.892477
1762874843988,2025-11-11 15:27,200,0.902246,0.8932,9.858477500000001,1.0,9.858477500000001,4.795343
1762909519573,2025-11-12 01:05,200,0.9651099999999999,0.9602,13.671569,1.0,13.671569,13.671569
1762944195158,2025-11-12 10:43,200,0.961661,0.9557,7.590598,1.0,7.590598,7.590598
1762978870744,2025-11-12 20:21,200,0.90713,0.8901,8.88728,1.0,8.88728,5.001509500000001
1763013546329,2025-11-13 05:59,200,0.903754,0.8866,5.1618285,1.0,5.1618285,2.2687025
1763048221914,2025-11-13 15:37,200,0.8781259999999999,0.8624,4.93545,1.0,4.93545,0.533699
1763082897500,2025-11-14 01:14,200,0.9346645000000001,0.9236,9.112964,1.0,9.112964,9.112964
1763117573085,2025-11-14 10:52,200,0.965034,0.9587,10.710614,1.0,10.710614,10.710614
1763152248670,2025-11-14 20:30,200,0.9713775,0.9657,9.0005025,1.0,9.0005025,9.0005025
1763186924255,2025-11-15 06:08,200,0.9534209999999999,0.9483,8.6289355,1.0,8.6289355,8.6289355
1763221599841,2025-11-15 15:46,200,0.9308345,0.922,8.206175,1.0,8.206175,8.206175
1763256275426,2025-11-16 01:24,200,0.7862739999999999,0.7618,6.260543,1.0,6.260543,0.0
1763290951011,2025-11-16 11:02,200,0.8618735,0.845,4.8829165,1.0,4.8829165,0.059118000000000004
1763325626597,2025-11-16 20:40,200,0.9342250000000001,0.9236,10.018792999999999,1.0,10.018792999999999,10.018792999999999
1763360302182,2025-11-17 06:18,200,0.9170415,0.9047,6.402018000000001,1.0,6.402018000000001,6.402018000000001
1763394977767,2025-11-17 15:56,200,0.8770670000000002,0.8602,6.0070785,1.0,6.0070785,0.552243
1763429653352,2025-11-18 01:34,200,0.9428025,0.9337,9.5848315,1.0,9.5848315,9.5848315
1763464328938,2025-11-18 11:12,200,0.9680255,0.9625,10.246558,1.0,10.246558,10.246558
1763499004523,2025-11-18 20:50,200,0.952638,0.944,9.8116085,1.0,9.8116085,9.8116085
1763533680108,2025-11-19 06:28,200,0.8608129999999999,0.8387,7.140551,1.0,7.140551,0.3203954999999999
1763568355694,2025-11-19 16:05,200,0.8847069999999999,0.8687,5.892450999999999,1.0,5.892450999999999,0.9431335
1763603031279,2025-11-20 01:43,200,0.896616,0.8818,8.691178500000001,1.0,8.691178500000001,2.926872999999999
1763637706864,2025-11-20 11:21,200,0.8860764999999999,0.8684,6.0575125000000005,1.0,6.0575125000000005,1.2796269999999998
1763672382449,2025-11-20 20:59,200,0.9158335,0.901,8.518154,1.0,8.518154,8.518154
1763707058035,2025-11-21 06:37,200,0.9593084999999999,0.9512,8.279373,1.0,8.279373,8.279373
1763741733620,2025-11-21 16:15,200,0.9760635000000001,0.971,9.054502499999998,1.0,9.054502499999998,9.054502499999998
1763776409205,2025-11-22 01:53,200,0.95745,0.9493,7.445319,1.0,7.445319,7.445319
1763811084791,2025-11-22 11:31,200,0.9145500000000001,0.9027,4.337389000000001,1.0,4.337389000000001,4.337389000000001
1763845760376,2025-11-22 21:09,200,0.8105789999999999,0.7916,4.471821,1.0,4.471821,0.0
1763880435961,2025-11-23 06:47,200,0.9111175,0.901,6.582953,1.0,6.582953,6.582953
1763915111546,2025-11-23 16:25,200,0.9697060000000001,0.9656,7.728923,1.0,7.728923,7.728923
1763949787132,2025-11-24 02:03,200,0.9718535,0.9674,8.7007905,1.0,8.7007905,8.7007905
1763984462717,2025-11-24 11:41,200,0.9298165,0.921,7.3535185,1.0,7.3535185,7.3535185
1764019138302,2025-11-24 21:18,200,0.8964279999999999,0.8787,6.4495325,1.0,6.4495325,2.582343
1764053813888,2025-11-25 06:56,200,0.9052840000000001,0.8907,6.1257285,1.0,6.1257285,3.6114795
1764088489473,2025-11-25 16:34,200,0.891716,0.8749,5.1143245,1.0,5.1143245,1.073294
1764123165058,2025-11-26 02:12,200,0.8901195,0.8668,4.617477,1.0,4.617477,1.3576605000000002
1764157840643,2025-11-26 11:50,200,0.899799,0.89,6.240873000000001,1.0,6.240873000000001,2.0377224999999997
1764192516229,2025-11-26 21:28,200,0.934743,0.9198,7.523619,1.0,7.523619,7.523619
1764227191814,2025-11-27 07:06,200,0.9764325,0.9715,7.104876000000001,1.0,7.104876000000001,7.104876000000001
1764261867399,2025-11-27 16:44,200,0.9772905000000001,0.9726,5.564977,1.0,5.564977,5.564977
1764296542985,2025-11-28 02:22,199,0.9668045226130653,0.9589,4.715775879396985,1.0,4.715775879396985,4.715775879396985
1764331218570,2025-11-28 12:00,200,0.864367,0.8515,5.973389500000001,1.0,5.973389500000001,0.11008350000000001
1764365894155,2025-11-28 21:38,200,0.7761545,0.749,5.6583695,1.0,5.6583695,0.0
1764400569740,2025-11-29 07:16,200,0.864717,0.8493,6.381132500000001,1.0,6.381132500000001,0.119049
1764435245326,2025-11-29 16:54,200,0.886194,0.8729,5.169656500000001,1.0,5.169656500000001,0.517386
1764469920911,2025-11-30 02:32,200,0.9022579999999999,0.8873,5.258925999999999,1.0,5.258925999999999,2.3539995
1764504596496,2025-11-30 12:09,200,0.8753584999999999,0.8642,5.833768,1.0,5.833768,0.15787700000000002
1764539272082,2025-11-30 21:47,200,0.9451635,0.94,7.242655999999999,1.0,7.242655999999999,7.242655999999999
1764573947667,2025-12-01 07:25,200,0.968502,0.9593,9.0099655,1.0,9.0099655,9.0099655
